id,description,amount,category
9529,Accrued Expenses,98888.68,liability
9530,Rent Expense,94912.03,expense
9531,Tax Payable,7919.62,liability
9532,Accounts Receivable,,asset
9533,Utility Expense,36376.95,expense
9534,Service Income,84486.45,income
9535,Rent Expense,41896.5,expense
9536,Marketing Expense,44141.43,expense
9537,Service Income,,income
9538,Interest Income,77470.29,income
9539,Salary Expense,3475.54,expense
9540,Salary Expense,59356.28,expense
9541,Service Income,18754.63,income
9542,Interest Income,34660.36,income
9543,Accounts Receivable,34862.07,asset
9544,Marketing Expense,46959.13,expense
9545,Service Income,33480.23,income
9546,Interest Income,10825.38,income
9547,Rent Expense,14648.31,expense
9548,Sales Revenue,3440.45,income
9549,Inventory,47077.88,asset
9550,Prepaid Expense,95449.32,asset
9551,Tax Payable,11655.95,liability
9552,Inventory,94631.82,asset
9553,Accounts Receivable,73362.82,asset
9554,Interest Income,63786.13,income
9555,Tax Payable,64563.25,liability
9556,Salary Expense,82690.09,expense
9557,Sales Revenue,10781.29,income
9558,Cash,50524.96,asset
9559,Salary Expense,69739.4,expense
9560,Loan Payable,58723.36,liability
9561,Rent Expense,83294.63,expense
9562,Sales Revenue,7319.94,income
9563,Salary Expense,69101.03,expense
9564,Marketing Expense,53449.37,expense
9565,Accrued Expenses,37978.17,liability
9566,Service Income,34093.47,income
9567,Utility Expense,62121.18,expense
9568,Service Income,89110.44,income
9569,Marketing Expense,49667.98,expense
9570,,82489.84,income
9571,Tax Payable,40275.42,liability
9572,Utility Expense,10329.21,expense
9573,Cash,6244.42,asset
9574,Inventory,5228.3,asset
9575,Service Income,38077.0,income
9576,Marketing Expense,33790.05,expense
9577,Marketing Expense,71821.91,expense
9578,Salary Expense,74307.87,expense
9579,Accounts Payable,5180.31,liability
9580,Tax Payable,22190.21,liability
9581,Equipment,27498.76,asset
9582,Rent Expense,54806.44,expense
9583,Inventory,14537.07,asset
9584,Inventory,13480.73,asset
9585,Tax Payable,94384.51,liability
9586,Service Income,80439.87,income
9587,Tax Payable,18147.42,liability
9588,Salary Expense,40716.12,expense
9589,Marketing Expense,35626.64,expense
9590,Service Income,79121.31,income
9591,Tax Payable,51070.27,liability
9592,Interest Income,12872.19,income
9593,Equipment,73925.31,asset
9594,,39749.11,liability
9595,Rent Expense,26366.13,expense
9596,Interest Income,37612.31,income
9597,Utility Expense,49825.88,expense
9598,Sales Revenue,34377.24,income
9599,Accounts Receivable,24266.39,asset
9600,Rent Expense,39910.35,expense
9601,Rent Expense,,expense
9602,Accounts Receivable,,asset
9603,Accrued Expenses,17177.39,liability
9604,Interest Income,4486.07,income
9605,Salary Expense,65404.5,expense
9606,Salary Expense,77416.22,expense
9607,Marketing Expense,81401.53,expense
9608,Interest Income,49401.57,income
9609,Sales Revenue,20616.28,income
9610,Accrued Expenses,73749.04,liability
9611,Equipment,70001.34,asset
9612,Accounts Payable,24702.45,liability
9613,Prepaid Expense,90350.43,asset
9614,Interest Income,10526.71,income
9615,Accrued Expenses,98270.56,liability
9616,Prepaid Expense,86038.76,asset
9617,Accounts Receivable,68821.07,asset
9618,Rent Expense,93881.11,expense
9619,Cash,72258.89,asset
9620,Accounts Payable,19126.65,liability
9621,Utility Expense,44271.4,expense
9622,Marketing Expense,7243.15,expense
9623,Accounts Payable,39026.78,liability
9624,Service Income,74186.14,income
9625,Accounts Receivable,38705.69,asset
9626,Sales Revenue,33096.39,income
9627,Loan Payable,59576.04,liability
9628,Rent Expense,87233.23,expense
9629,,4853.56,asset
9630,Salary Expense,38608.5,expense
9631,Salary Expense,15908.25,expense
9632,Accrued Expenses,69565.89,liability
9633,Salary Expense,10661.88,expense
9634,Interest Income,66514.3,income
9635,Sales Revenue,28689.47,income
9636,Marketing Expense,19971.79,expense
9637,,93641.62,expense
9638,Prepaid Expense,1950.61,asset
9639,Interest Income,43833.95,income
9640,Marketing Expense,2260.54,expense
9641,Service Income,48410.95,income
9642,Accrued Expenses,50154.63,liability
9643,Loan Payable,32234.08,liability
9644,Cash,13302.96,asset
9645,Service Income,37701.12,income
9646,Sales Revenue,67259.07,income
9647,Salary Expense,78261.34,expense
9648,Accrued Expenses,53121.99,liability
9649,Rent Expense,59024.46,expense
9650,Prepaid Expense,20141.58,asset
9651,Loan Payable,28804.3,liability
9652,Accounts Receivable,16273.37,asset
9653,Utility Expense,25004.61,expense
9654,Interest Income,22566.19,income
9655,Service Income,,income
9656,Service Income,invalid,income
9657,Marketing Expense,94500.25,expense
9658,Cash,19637.51,asset
9659,Sales Revenue,64203.4,income
9660,Tax Payable,81744.2,liability
9661,Salary Expense,56068.12,expense
9662,Utility Expense,25574.86,expense
9663,Service Income,26328.77,income
9664,Interest Income,4021.38,income
9665,Cash,30613.88,asset
9666,Utility Expense,74485.91,expense
9667,Service Income,4847.02,income
9668,Tax Payable,22007.6,liability
9669,Marketing Expense,invalid,expense
9670,Utility Expense,78286.89,expense
9671,Accounts Payable,45586.31,liability
9672,Marketing Expense,69837.63,expense
9673,Interest Income,38856.42,income
9674,Marketing Expense,16075.33,expense
9675,Salary Expense,39875.13,expense
9676,Salary Expense,58038.79,expense
9677,Marketing Expense,94810.52,expense
9678,Utility Expense,6968.22,expense
9679,Loan Payable,50788.67,liability
9680,Accounts Payable,32959.09,liability
9681,Accounts Payable,50880.34,liability
9682,Rent Expense,2495.15,expense
9683,Inventory,31371.23,asset
9684,Accounts Payable,82004.83,liability
9685,Sales Revenue,,income
9686,Inventory,45113.19,asset
9687,Utility Expense,28623.95,expense
9688,Tax Payable,29874.45,liability
9689,Utility Expense,38371.83,expense
9690,Marketing Expense,83573.51,expense
9691,Loan Payable,96724.6,liability
9692,Sales Revenue,43921.67,income
9693,Equipment,39395.95,asset
9694,Accounts Receivable,84670.42,asset
9695,Rent Expense,,expense
9696,Service Income,55246.62,income
9697,Service Income,23171.07,income
9698,Prepaid Expense,74375.9,asset
9699,Sales Revenue,53245.63,income
9700,Tax Payable,80922.55,liability
9701,Service Income,78095.2,income
9702,Interest Income,21578.98,income
9703,Prepaid Expense,71591.99,asset
9704,Equipment,80025.44,asset
9705,Salary Expense,34676.11,expense
9706,Utility Expense,17343.65,expense
9707,Accrued Expenses,362.95,liability
9708,Interest Income,45145.27,income
9709,Salary Expense,35308.03,expense
9710,Marketing Expense,55535.49,expense
9711,Marketing Expense,18885.31,expense
9712,Prepaid Expense,85980.59,asset
9713,Interest Income,25849.75,income
9714,,22720.32,asset
9715,Salary Expense,48123.33,expense
9716,Accounts Payable,49935.22,liability
9717,Loan Payable,21587.01,liability
9718,Loan Payable,27258.89,liability
9719,Inventory,17053.55,asset
9720,Inventory,71874.17,asset
9721,Accounts Receivable,77031.89,asset
9722,Equipment,46286.62,asset
9723,Marketing Expense,71437.29,expense
9724,Loan Payable,73619.95,liability
9725,,invalid,liability
9726,Accrued Expenses,96621.18,liability
9727,Loan Payable,82121.09,liability
9728,Salary Expense,20527.9,expense
9729,Utility Expense,18697.89,expense
9730,Inventory,12653.55,asset
9731,Service Income,13924.02,income
9732,Prepaid Expense,74841.36,asset
9733,Loan Payable,47018.46,liability
9734,Marketing Expense,78315.12,expense
9735,Sales Revenue,74650.86,income
9736,Interest Income,60500.81,income
9737,Marketing Expense,68668.02,expense
9738,Interest Income,1933.74,income
9739,Utility Expense,31246.59,expense
9740,Inventory,63818.44,asset
9741,Sales Revenue,1033.56,income
9742,Marketing Expense,3394.4,expense
9743,Service Income,85203.61,income
9744,Interest Income,68434.08,income
9745,Service Income,26610.44,income
9746,,68827.49,income
9747,Marketing Expense,79266.42,expense
9748,Service Income,30748.75,income
9749,Loan Payable,3700.13,liability
9750,Loan Payable,93284.63,liability
9751,Marketing Expense,,expense
9752,Loan Payable,10737.53,liability
9753,Service Income,49236.5,income
9754,Inventory,76869.93,asset
9755,Marketing Expense,22242.57,expense
9756,Prepaid Expense,27022.06,asset
9757,Salary Expense,24347.23,expense
9758,Salary Expense,99168.14,expense
9759,Salary Expense,19820.63,expense
9760,Accounts Payable,57594.47,liability
9761,Inventory,92533.94,asset
9762,Prepaid Expense,14774.97,asset
9763,Accrued Expenses,97088.33,liability
9764,Marketing Expense,94752.98,expense
9765,Equipment,88468.74,asset
9766,Accounts Payable,21534.2,liability
9767,Salary Expense,63442.1,expense
9768,Accrued Expenses,76113.06,liability
9769,Salary Expense,98604.19,expense
9770,Sales Revenue,18124.34,income
9771,Accrued Expenses,76625.99,liability
9772,Accounts Receivable,33946.24,asset
9773,Interest Income,17645.08,income
9774,Accrued Expenses,42195.56,liability
9775,Prepaid Expense,79404.21,asset
9776,Interest Income,46538.5,income
9777,Salary Expense,53798.56,expense
9778,Inventory,99516.43,asset
9779,Accounts Payable,39971.02,liability
9780,Equipment,invalid,asset
9781,Cash,36587.9,asset
9782,Cash,39339.29,asset
9783,Interest Income,69594.51,income
9784,Accounts Payable,93794.91,liability
9785,,54281.66,expense
9786,Interest Income,76863.15,income
9787,Sales Revenue,9011.74,income
9788,Loan Payable,21194.69,liability
9789,Accounts Receivable,50262.95,asset
9790,Equipment,2099.17,asset
9791,Accounts Receivable,25360.21,asset
9792,Inventory,51788.39,asset
9793,Interest Income,1594.62,income
9794,Marketing Expense,26528.17,expense
9795,Inventory,51451.68,asset
9796,Inventory,57357.61,asset
9797,Accounts Payable,92582.59,liability
9798,Service Income,64570.03,income
9799,Tax Payable,41532.11,liability
9800,Tax Payable,93042.08,liability
9801,Prepaid Expense,78509.81,asset
9802,Accounts Payable,,liability
9803,Accounts Payable,13171.15,liability
9804,Equipment,67613.58,asset
9805,Equipment,56032.33,asset
9806,Accounts Receivable,78988.39,asset
9807,Salary Expense,73906.62,expense
9808,Interest Income,62558.63,income
9809,Cash,98639.58,asset
9810,,53405.61,asset
9811,Sales Revenue,11399.27,income
9812,Accounts Receivable,82844.53,asset
9813,Salary Expense,,expense
9814,Prepaid Expense,77752.48,asset
9815,Marketing Expense,95715.0,expense
9816,Equipment,69709.87,asset
9817,Equipment,59643.41,asset
9818,Marketing Expense,46092.58,expense
9819,Inventory,36504.55,asset
9820,Loan Payable,35365.17,liability
9821,Salary Expense,63673.63,expense
9822,,75152.18,liability
9823,Service Income,67883.86,income
9824,Salary Expense,19921.17,expense
9825,Prepaid Expense,49449.32,asset
9826,Sales Revenue,79184.84,income
9827,Service Income,47622.84,income
9828,Salary Expense,53708.67,expense
9829,Service Income,77136.49,income
9830,Rent Expense,66160.4,expense
9831,,40993.56,expense
9832,Sales Revenue,89551.73,income
9833,Inventory,16340.45,asset
9834,Prepaid Expense,99552.09,asset
9835,Marketing Expense,11973.37,expense
9836,Rent Expense,1593.5,expense
9837,Cash,89012.89,asset
9838,Accounts Receivable,24570.86,asset
9839,Accounts Receivable,72996.99,asset
9840,Cash,81120.44,asset
9841,Service Income,85912.74,income
9842,Interest Income,99160.26,income
9843,Sales Revenue,29474.57,income
9844,Interest Income,71053.31,income
9845,Accounts Payable,11628.45,liability
9846,Prepaid Expense,40740.25,asset
9847,Tax Payable,84812.37,liability
9848,Rent Expense,36829.04,expense
9849,Inventory,59150.43,asset
9850,Inventory,50426.97,asset
9851,Loan Payable,64630.56,liability
9852,Tax Payable,97292.15,liability
9853,Accounts Payable,5667.98,liability
9854,Accrued Expenses,57438.76,liability
9855,Utility Expense,86316.58,expense
9856,Salary Expense,48190.13,expense
9857,Interest Income,7944.87,income
9858,Accrued Expenses,56097.88,liability
9859,Accounts Receivable,,asset
9860,Accounts Payable,,liability
9861,Sales Revenue,84918.55,income
9862,Salary Expense,52207.79,expense
9863,Salary Expense,93334.31,expense
9864,Accounts Payable,80621.05,liability
9865,Inventory,69327.88,asset
9866,Salary Expense,602.05,expense
9867,Utility Expense,42839.56,expense
9868,Tax Payable,19828.88,liability
9869,Marketing Expense,91088.71,expense
9870,Accounts Payable,17540.94,liability
9871,Interest Income,28677.4,income
9872,Salary Expense,51731.99,expense
9873,Prepaid Expense,26410.03,asset
9874,Service Income,21065.48,income
9875,Accounts Receivable,59950.02,asset
9876,Rent Expense,8984.06,expense
9877,Prepaid Expense,5910.96,asset
9878,Interest Income,37287.3,income
9879,Cash,72094.38,asset
9880,Accounts Payable,55525.2,liability
9881,Sales Revenue,42345.36,income
9882,Equipment,56618.58,asset
9883,Rent Expense,36608.6,expense
9884,Loan Payable,93621.02,liability
9885,Sales Revenue,,income
9886,Prepaid Expense,67371.81,asset
9887,Accounts Receivable,invalid,asset
9888,Accounts Payable,80408.08,liability
9889,Cash,18485.7,asset
9890,Sales Revenue,29663.04,income
9891,Sales Revenue,71733.09,income
9892,Prepaid Expense,8518.63,asset
9893,Sales Revenue,81204.98,income
9894,Interest Income,71918.8,income
9895,Equipment,72987.7,asset
9896,Accounts Payable,10114.11,liability
9897,Accounts Payable,71804.28,liability
9898,Sales Revenue,68013.83,income
9899,Marketing Expense,83109.16,expense
9900,Interest Income,invalid,income
9901,Accrued Expenses,2408.76,liability
9902,Rent Expense,37363.41,expense
9903,Utility Expense,14963.95,expense
9904,Accrued Expenses,55882.61,liability
9905,Accrued Expenses,91743.16,liability
9906,Service Income,39208.83,income
9907,Rent Expense,84510.54,expense
9908,Cash,124.06,asset
9909,,16934.61,income
9910,Prepaid Expense,3139.31,asset
9911,Service Income,invalid,income
9912,Cash,90828.14,asset
9913,Sales Revenue,9785.52,income
9914,Accounts Receivable,60680.34,asset
9915,Tax Payable,45204.44,liability
9916,Sales Revenue,93852.97,income
9917,Loan Payable,12339.66,liability
9918,Loan Payable,21281.58,liability
9919,Marketing Expense,3051.24,expense
9920,Marketing Expense,43450.13,expense
9921,Service Income,27855.51,income
9922,Salary Expense,87003.6,expense
9923,Tax Payable,60533.59,liability
9924,Tax Payable,61447.66,liability
9925,Inventory,53237.88,asset
9926,Accrued Expenses,9275.85,liability
9927,Marketing Expense,44557.37,expense
9928,Service Income,99950.57,income
9929,Loan Payable,83539.41,liability
9930,Service Income,89356.56,income
9931,Rent Expense,,expense
9932,Prepaid Expense,10393.87,asset
9933,Interest Income,22822.08,income
9934,Interest Income,invalid,income
9935,Utility Expense,30420.66,expense
9936,Accounts Payable,10949.88,liability
9937,Sales Revenue,47332.06,income
9938,Loan Payable,67745.04,liability
9939,Equipment,87463.08,asset
9940,Accounts Payable,74946.79,liability
9941,Service Income,93864.7,income
9942,Prepaid Expense,5484.44,asset
9943,Rent Expense,1316.77,expense
9944,Sales Revenue,66167.68,income
9945,Equipment,invalid,asset
9946,Utility Expense,25424.75,expense
9947,Interest Income,33155.62,income
9948,Utility Expense,27052.63,expense
9949,Loan Payable,51192.5,liability
9950,Service Income,44070.83,income
9951,Service Income,51291.61,income
9952,Service Income,67304.09,income
9953,Salary Expense,38774.34,expense
9954,Accrued Expenses,25205.64,liability
9955,Salary Expense,16703.43,expense
9956,Accounts Payable,35012.46,liability
9957,Accounts Receivable,74206.47,asset
9958,Accrued Expenses,75694.82,liability
9959,Accounts Payable,66723.85,liability
9960,,23479.41,asset
9961,Accrued Expenses,58849.82,liability
9962,Accounts Receivable,57111.9,asset
9963,Equipment,48478.19,asset
9964,Rent Expense,55042.9,expense
9965,Accounts Receivable,49229.88,asset
9966,Tax Payable,56589.09,liability
9967,Accounts Receivable,71579.04,asset
9968,Tax Payable,11051.86,liability
9969,Equipment,74987.61,asset
9970,Tax Payable,13675.03,liability
9971,Interest Income,6756.14,income
9972,Sales Revenue,97610.36,income
9973,Inventory,95703.48,asset
9974,Inventory,6137.61,asset
9975,Accounts Payable,44381.02,liability
9976,Rent Expense,18705.87,expense
9977,Sales Revenue,48585.96,income
9978,Interest Income,83034.71,income
9979,Accrued Expenses,95066.12,liability
9980,Interest Income,63461.84,income
9981,Marketing Expense,35455.18,expense
9982,Utility Expense,60372.22,expense
9983,Accrued Expenses,31268.93,liability
9984,Accounts Receivable,90991.38,asset
9985,Service Income,87053.01,income
9986,Tax Payable,55867.35,liability
9987,Marketing Expense,32547.41,expense
9988,Accounts Payable,,liability
9989,Marketing Expense,,expense
9990,Accrued Expenses,81600.5,liability
9991,Accounts Payable,45093.28,liability
9992,Service Income,32580.78,income
9993,Tax Payable,47163.92,liability
9994,Inventory,81891.93,asset
9995,Sales Revenue,12548.96,income
