Date,Description,Amount,txn_id,remarks,ref_no,Narration
05-12-2023,Salary credited,13111.47,TXN35022,ok,727744,
25-09-2023,Uber ride,61808.91,TXN44555,ok,781551,
28-06-2023,,89813.86,TXN70025,ok,304188,Insurance premium
28-05-2023,Electricity bill,93123.7,TXN11972,,552545,
20-10-2023,,82491.6,TXN33187,ok,444800,Insurance premium
17-08-2023,Netflix subscription,3671.66,TXN70585,ok,296390,
06-10-2023,,92916.09,TXN32004,,297601,vehicle purchase
11-06-2023,Uberride,20294.68,TXN28668,ok,174447,
18-10-2023,,98571.86,TXN20664,ok,110719,Vendor payment
25-04-2023,Mobile recharge,29273.93,TXN41242,,473443,
10-06-2023,Mobile recharge,78698.12,TXN55622,,732324,
03-12-2023,Client payment received,21140.19,TXN86505,,232305,
05-04-2023,,26470.02,TXN99503,,257092,office supplies
25-10-2023,freelance income,66538.52,TXN19432,,249997,
30-06-2023,Client payment received,41832.42,TXN73280,ok,988240,
15-12-2023,,67793.7,TXN21743,,695830,Internet bill
27-01-2023,Consultingincome,19477.73,TXN44099,ok,757745,
15-06-2023,Salary credited,94863.07,TXN64126,ok,789320,
23-09-2023,,22462.2,TXN56049,,796915,Internet bill
28-01-2023,,33403.73,TXN80995,ok,469120,amazon order
16-01-2023,Office supplies,13188.04,TXN43259,ok,437575,
08-04-2023,Mobile recharge,38818.87,TXN55044,ok,605314,
29-07-2023,Internet bill,,TXN69986,,219408,
30-08-2023,Laptop purchase,16816.4,TXN31556,ok,289475,
13-06-2023,,66712.91,TXN36897,ok,745499,Client payment received
20-09-2023,,14277.53,TXN38811,ok,611154,Vendor payment
22-04-2023,Office supplies,44672.24,TXN82643,,941260,
27-03-2023,rentpayment,93284.29,TXN43487,ok,713996,
08-03-2023,,63583.56,TXN64646,,746126,Freelance income
25-12-2023,uber ride,19848.2,TXN98276,ok,781829,
29-03-2023,Salary credited,76743.78,TXN78018,ok,849843,
16-09-2023,Uber ride,35272.47,TXN62856,ok,473886,
26-07-2023,bonus received,51962.46,TXN58242,ok,264136,
31-10-2023,Internet bill,79833.74,TXN68277,ok,752812,
06-06-2023,Laptop purchase,459.74,TXN57068,,386569,
18-01-2023,Freelance income,68332.32,TXN61297,ok,397527,
10-12-2023,Mobile recharge,26060.88,TXN37522,ok,612146,
15-05-2023,Client payment received,94021.83,TXN14900,ok,108528,
07-09-2023,Loan EMI,53487.16,TXN61341,ok,912760,
27-09-2023,Vendor payment,74708.99,TXN98926,,243631,
19-09-2023,,95235.98,TXN94746,ok,107441,Insurance premium
20-09-2023,Vehicle purchase,85581.29,TXN78684,ok,658416,
14-11-2023,Gym membership,73306.71,TXN51523,,226582,
27-08-2023,Vendorpayment,40283.24,TXN24689,ok,273413,
04-04-2023,bonus received,45660.3,TXN97341,ok,896822,
28-06-2023,Office supplies,97530.2,TXN34871,ok,539688,
07-03-2023,,48890.64,TXN32918,ok,178672,bonus received
07-05-2023,,70399.68,TXN22661,ok,159696,Loan EMI
26-01-2023,Insurance premium,36123.8,TXN82143,,634018,
14-05-2023,Laptop purchase,83534.54,TXN22928,ok,103748,
04-06-2023,,77994.54,TXN84556,,223981,Freelanceincome
10-09-2023,,863.67,TXN48808,ok,581869,Laptop purchase
29-07-2023,vehiclepurchase,72028.05,TXN80367,ok,899445,
26-09-2023,Amazon order,187.69,TXN82363,,824688,
04-05-2023,,30889.98,TXN97860,ok,408373,Vendor payment
31-07-2023,insurance premium,96293.78,TXN94265,,940741,
30-05-2023,,37258.61,TXN95762,ok,270706,Rent payment
31-05-2023,Internet bill,14168.29,TXN21827,ok,842447,
19-05-2023,Consultingincome,73444.6,TXN96838,ok,569909,
23-04-2023,Vendor payment,18725.62,TXN31460,ok,331455,
26-01-2023,Mobile recharge,99835.46,TXN21711,ok,759494,
24-09-2023,Uber ride,63594.68,TXN94099,,174865,
27-01-2023,Vehicle purchase,41543.57,TXN52824,,703359,
22-08-2023,Office supplies,73040.77,TXN50087,ok,152805,
19-01-2023,Loan EMI,,TXN35026,ok,565489,
11-09-2023,,57136.92,TXN81593,,231059,Netflix subscription
24-04-2023,Electricity bill,77332.87,TXN67807,ok,988893,
17-10-2023,Freelance income,78395.49,TXN49823,ok,548241,
06-09-2023,Uber ride,1617.41,TXN35578,ok,667549,
04-12-2023,amazon order,92455.04,TXN61749,ok,476614,
26-11-2023,Consulting income,85304.16,TXN69448,ok,625542,
02-05-2023,vehicle purchase,94348.88,TXN43151,ok,433669,
01-12-2023,Laptop purchase,53349.87,TXN56854,ok,343080,
26-11-2023,,3395.49,TXN82654,ok,959673,Mobile recharge
27-10-2023,Consultingincome,9812.93,TXN92361,ok,553957,
20-08-2023,,11048.15,TXN50513,,993268,Loan EMI
11-08-2023,,77801.99,TXN99248,ok,845003,consulting income
10-04-2023,Mobile recharge,29832.32,TXN84828,ok,750752,
11-04-2023,electricity bill,172.34,TXN98878,ok,735963,
21-08-2023,Electricity bill,59822.61,TXN15017,ok,624565,
20-06-2023,clientpaymentreceived,41163.25,TXN96003,ok,567242,
30-03-2023,Consultingincome,5916.25,TXN21800,ok,805059,
27-07-2023,rent payment,87881.0,TXN83390,,279924,
09-06-2023,internet bill,68203.17,TXN19922,ok,145562,
10-10-2023,Uber ride,39555.49,TXN58871,ok,114285,
13-03-2023,Electricity bill,92421.22,TXN15820,ok,705861,
25-01-2023,Freelance income,78620.06,TXN55147,,337379,
21-03-2023,rent payment,32463.31,TXN57087,ok,383157,
20-12-2023,rent payment,44595.4,TXN15216,,992348,
25-10-2023,Rent payment,24645.47,TXN30781,ok,486194,
18-11-2023,Office supplies,96464.65,TXN86861,ok,186078,
12-01-2023,vehicle purchase,37766.16,TXN32340,ok,166039,
13-04-2023,laptop purchase,77866.33,TXN71264,,946057,
18-03-2023,,21824.47,TXN81296,ok,142390,Salary credited
04-05-2023,Bonusreceived,35566.09,TXN15792,ok,442554,
09-10-2023,Vehicle purchase,26693.16,TXN43479,ok,945267,
19-04-2023,,97.71,TXN10979,,243019,Netflix subscription
15-11-2023,Amazon order,32265.94,TXN97893,ok,365837,
02-03-2023,,,TXN48416,ok,510827,Vehicle purchase
29-09-2023,,60388.88,TXN81335,ok,880170,electricity bill
28-01-2023,Insurance premium,66000.3,TXN59864,ok,218448,
18-09-2023,Netflix subscription,95460.6,TXN63218,ok,869232,
05-09-2023,Freelance income,27436.38,TXN14883,,978407,
27-01-2023,,99130.53,TXN77120,ok,956529,Vehicle purchase
16-10-2023,,70774.87,TXN71977,ok,526862,Client payment received
25-08-2023,office supplies,88850.52,TXN68979,ok,658197,
15-01-2023,freelance income,,TXN49875,,164796,
04-06-2023,Vehicle purchase,85077.13,TXN85251,ok,913926,
08-09-2023,Rent payment,10819.46,TXN31676,ok,303523,
30-12-2023,,42384.45,TXN22471,ok,581718,Insurance premium
16-06-2023,Office supplies,48828.57,TXN39980,ok,537459,
05-01-2023,,83949.35,TXN36497,ok,870794,mobile recharge
24-07-2023,,25722.97,TXN14159,ok,936164,Netflix subscription
18-05-2023,Office supplies,6537.26,TXN96770,ok,211205,
11-12-2023,,91838.4,TXN32413,,572687,Loan EMI
08-08-2023,,96242.17,TXN10972,ok,756639,Freelance income
21-04-2023,Freelance income,19201.98,TXN51483,ok,309572,
25-10-2023,vendor payment,32950.84,TXN19972,,299916,
29-06-2023,Rent payment,31721.26,TXN75412,ok,999558,
22-02-2023,,71735.53,TXN83294,,644275,Uber ride
07-07-2023,,2979.89,TXN50879,,603849,insurance premium
22-09-2023,Electricity bill,18394.01,TXN71021,,122621,
06-06-2023,Rent payment,43693.05,TXN91731,ok,729326,
30-03-2023,Laptop purchase,57733.2,TXN38388,,191497,
24-02-2023,Consulting income,78427.04,TXN27441,ok,704041,
26-03-2023,Laptop purchase,7552.64,TXN70688,,319243,
27-06-2023,Bonus received,97726.66,TXN20092,ok,963998,
21-10-2023,Freelanceincome,21978.59,TXN98665,,926090,
13-09-2023,Consulting income,88874.51,TXN44626,ok,863416,
11-07-2023,Mobile recharge,17008.52,TXN27298,ok,693889,
02-01-2023,,27135.87,TXN75450,ok,744276,Internet bill
13-04-2023,,43184.61,TXN73206,,354248,Amazon order
19-10-2023,Office supplies,68655.7,TXN63008,,974064,
28-12-2023,Officesupplies,47105.15,TXN17995,,273668,
29-01-2023,,8364.05,TXN60941,,485885,Netflix subscription
13-08-2023,office supplies,80887.29,TXN53507,ok,957290,
27-03-2023,salary credited,90388.17,TXN33954,ok,826824,
20-09-2023,,42308.96,TXN19666,ok,849078,freelance income
26-05-2023,Salary credited,83929.2,TXN56243,ok,403034,
22-03-2023,Mobile recharge,77777.03,TXN20590,,354264,
06-05-2023,,55058.23,TXN80969,,697721,rentpayment
19-06-2023,Mobile recharge,41105.04,TXN14042,ok,213223,
09-03-2023,,22968.67,TXN82743,,549631,Salary credited
13-09-2023,Client payment received,1578.45,TXN12245,ok,160465,
27-03-2023,,81592.28,TXN62431,,148594,freelanceincome
29-10-2023,,18995.74,TXN10386,,222737,Vendor payment
10-12-2023,Freelance income,78729.7,TXN73628,ok,665328,
19-07-2023,Freelance income,48597.29,TXN41599,,919339,
20-05-2023,,85422.67,TXN77033,ok,763922,Vehicle purchase
23-02-2023,Gym membership,89131.71,TXN35124,,714899,
08-06-2023,client payment received,70921.99,TXN32267,ok,493110,
25-05-2023,Salarycredited,92440.78,TXN94778,ok,828533,
03-10-2023,Uber ride,48182.04,TXN95885,ok,432835,
27-10-2023,,36058.53,TXN49392,ok,972316,Loan EMI
30-10-2023,Freelanceincome,97563.03,TXN89191,ok,837451,
02-05-2023,,85195.64,TXN79693,ok,103838,electricity bill
26-07-2023,Uber ride,86057.1,TXN60842,ok,867398,
21-09-2023,Client payment received,,TXN56302,ok,725669,
15-08-2023,Bonusreceived,90469.06,TXN54313,,269194,
20-07-2023,Internet bill,14978.11,TXN39521,,473234,
11-02-2023,Bonus received,35831.59,TXN17079,ok,952526,
18-09-2023,internet bill,54686.34,TXN73749,ok,167656,
04-06-2023,Internet bill,6718.24,TXN61322,ok,542366,
12-04-2023,Gym membership,14468.62,TXN27796,ok,420413,
30-05-2023,bonus received,39202.66,TXN64184,ok,986715,
21-08-2023,bonus received,52969.51,TXN21697,ok,600298,
21-05-2023,,51670.11,TXN88772,ok,132230,loan emi
01-08-2023,Freelance income,4961.21,TXN30876,ok,331678,
14-04-2023,office supplies,,TXN17923,,227233,
24-12-2023,,74399.17,TXN82680,ok,741914,Internet bill
10-10-2023,Electricity bill,13452.54,TXN52955,ok,523989,
17-12-2023,Salary credited,36871.79,TXN14067,ok,679927,
15-06-2023,Client payment received,11089.43,TXN72560,,182914,
02-10-2023,Loan EMI,8882.21,TXN18965,,205660,
29-09-2023,Insurance premium,26475.31,TXN32887,,652203,
13-05-2023,Netflix subscription,26877.85,TXN71647,ok,216811,
24-01-2023,,32905.1,TXN26886,,380989,Vehicle purchase
14-06-2023,Loan EMI,92856.76,TXN66336,ok,273727,
19-12-2023,Electricity bill,55146.88,TXN43859,ok,112669,
19-03-2023,Mobile recharge,2218.61,TXN76489,ok,114100,
19-02-2023,Consulting income,85520.08,TXN54882,ok,712311,
15-10-2023,office supplies,42955.8,TXN34386,ok,263483,
02-11-2023,,99047.19,TXN97653,ok,539606,Mobile recharge
22-02-2023,insurance premium,152.99,TXN47672,,838220,
28-06-2023,gym membership,81991.33,TXN39701,ok,747341,
14-03-2023,,40420.97,TXN18725,ok,167825,netflix subscription
21-11-2023,Internet bill,28696.2,TXN87906,ok,957546,
30-04-2023,client payment received,63104.63,TXN52931,,199006,
19-07-2023,,94971.1,TXN55405,,697781,amazon order
14-01-2023,,47367.43,TXN89109,ok,474945,Consulting income
28-06-2023,internet bill,94353.32,TXN59010,,549904,
13-10-2023,Insurance premium,13262.1,TXN51680,ok,543340,
15-09-2023,,20699.2,TXN42225,ok,520215,consulting income
22-12-2023,Uber ride,23593.12,TXN98511,ok,515776,
20-03-2023,Mobile recharge,4752.16,TXN93381,,944152,
26-07-2023,client payment received,61430.68,TXN85134,,429719,
05-12-2023,Consultingincome,30795.12,TXN63208,ok,236236,
20-02-2023,Laptop purchase,34239.91,TXN45186,,539194,
26-08-2023,rent payment,23592.01,TXN68092,ok,281871,
04-06-2023,Insurance premium,4309.35,TXN91664,ok,110865,
29-10-2023,Vendorpayment,3621.82,TXN38530,ok,896410,
22-04-2023,Bonus received,84322.72,TXN61051,ok,828004,
12-03-2023,Amazon order,98175.53,TXN56316,ok,923945,
07-11-2023,Freelanceincome,57909.72,TXN62482,ok,320594,
12-01-2023,Amazon order,74422.59,TXN79363,,328799,
26-07-2023,salary credited,15881.77,TXN23641,ok,574683,
07-08-2023,,38824.27,TXN39672,ok,468206,mobile recharge
05-03-2023,Rent payment,99935.81,TXN10126,ok,740386,
09-05-2023,uber ride,52742.91,TXN15346,ok,551537,
24-01-2023,Internetbill,25932.86,TXN83058,ok,243028,
17-06-2023,,52146.86,TXN43612,ok,295371,Internet bill
06-09-2023,,94474.06,TXN39208,ok,874752,Laptop purchase
21-08-2023,Office supplies,80206.92,TXN37124,ok,739792,
04-09-2023,internet bill,29424.87,TXN99489,ok,563100,
23-06-2023,Loan EMI,,TXN39830,ok,357107,
31-01-2023,,32880.23,TXN69088,ok,984355,Client payment received
06-12-2023,Gym membership,87459.4,TXN65879,ok,421700,
11-10-2023,Freelance income,65215.1,TXN87334,,936568,
16-08-2023,bonus received,24055.42,TXN13439,ok,386186,
08-08-2023,,69850.26,TXN28753,ok,298907,Amazon order
21-09-2023,,93381.16,TXN80701,,644801,uber ride
09-02-2023,Salary credited,,TXN75592,,693917,
21-12-2023,,62287.82,TXN75741,ok,160576,Freelance income
29-06-2023,Insurance premium,24942.02,TXN51623,ok,448846,
14-05-2023,,6263.7,TXN19894,ok,181210,Office supplies
02-12-2023,client payment received,,TXN54692,,216508,
22-02-2023,,64706.56,TXN92778,,472456,Bonus received
11-09-2023,Freelance income,41636.29,TXN52389,,182218,
03-06-2023,Laptop purchase,63529.96,TXN69633,ok,500244,
01-12-2023,Vehicle purchase,90951.67,TXN72707,,536344,
16-09-2023,Mobile recharge,95306.99,TXN18153,ok,464136,
08-12-2023,,80383.28,TXN50000,ok,411506,Client payment received
16-03-2023,,32167.31,TXN56747,,347039,Insurance premium
21-07-2023,,35240.12,TXN10621,ok,973856,Gym membership
25-03-2023,Electricity bill,68499.43,TXN58545,ok,943670,
28-11-2023,mobile recharge,35959.32,TXN69323,ok,793336,
22-11-2023,Vehicle purchase,95513.63,TXN45707,,704337,
07-01-2023,Netflix subscription,21610.17,TXN77181,ok,335118,
28-10-2023,Mobile recharge,82310.71,TXN76809,ok,396649,
07-02-2023,Electricity bill,20919.18,TXN67692,,784560,
20-07-2023,office supplies,87654.17,TXN29734,ok,836574,
08-09-2023,,5082.82,TXN14737,ok,822201,Freelance income
27-09-2023,Vehicle purchase,81343.14,TXN50684,ok,727662,
08-02-2023,consulting income,58785.2,TXN99889,ok,261040,
07-04-2023,Freelance income,23583.45,TXN53942,ok,631498,
25-12-2023,internet bill,78678.28,TXN36483,ok,243576,
30-12-2023,Uber ride,93213.11,TXN76192,ok,268624,
21-04-2023,,4848.54,TXN69027,ok,368080,vehicle purchase
22-07-2023,Freelance income,23525.89,TXN93394,,953549,
14-09-2023,Gym membership,34621.39,TXN38639,,516919,
01-01-2023,,43771.06,TXN31905,ok,583647,Salary credited
18-08-2023,,5514.3,TXN66640,ok,940625,Netflix subscription
14-07-2023,Internet bill,9841.82,TXN48696,,968876,
13-03-2023,Salary credited,55436.07,TXN79951,ok,358198,
21-07-2023,Gym membership,9733.15,TXN26818,ok,256389,
18-09-2023,Amazon order,34631.29,TXN70262,ok,675868,
23-10-2023,,92605.0,TXN78052,ok,737556,Electricity bill
23-06-2023,Gym membership,76324.04,TXN42384,,496074,
22-02-2023,mobile recharge,3152.2,TXN71573,ok,728287,
12-03-2023,Electricity bill,41138.36,TXN39873,,400670,
22-10-2023,Vendor payment,34065.43,TXN50229,ok,868327,
16-11-2023,Netflix subscription,404.69,TXN19328,,430146,
21-03-2023,,42186.76,TXN50512,ok,791741,Freelance income
23-04-2023,internet bill,45910.37,TXN24223,ok,415671,
27-04-2023,,16671.73,TXN53161,ok,426126,Loan EMI
16-06-2023,Consulting income,27627.98,TXN46018,ok,844019,
09-08-2023,Insurance premium,7896.31,TXN31221,,194573,
05-01-2023,Vehicle purchase,,TXN99156,ok,832383,
07-07-2023,Internet bill,57565.1,TXN59404,ok,457168,
24-05-2023,,64484.24,TXN92718,ok,480123,Uber ride
17-12-2023,LoanEMI,84779.26,TXN41744,ok,929615,
07-04-2023,Rent payment,,TXN47576,,883925,
12-05-2023,netflix subscription,1120.67,TXN21996,ok,916311,
13-11-2023,Vendor payment,17352.31,TXN42360,ok,560262,
13-11-2023,Gym membership,90840.99,TXN92130,ok,104031,
04-09-2023,Freelance income,7548.18,TXN89454,,607428,
10-06-2023,loan emi,33132.85,TXN57721,ok,387220,
05-06-2023,Netflix subscription,71378.83,TXN57136,ok,336750,
15-01-2023,,28344.11,TXN71850,ok,720561,Gym membership
06-11-2023,,26322.57,TXN73148,ok,327209,Client payment received
10-09-2023,Bonus received,8465.5,TXN54007,,590829,
14-05-2023,insurance premium,44996.47,TXN57504,,624455,
15-08-2023,Insurance premium,3284.28,TXN55418,ok,366569,
30-03-2023,Rentpayment,74385.27,TXN12963,ok,174313,
17-04-2023,Netflix subscription,45776.62,TXN88270,ok,693708,
19-10-2023,,91216.31,TXN49705,ok,570960,Salary credited
29-04-2023,rent payment,37049.72,TXN15126,ok,850681,
20-07-2023,Mobile recharge,97061.46,TXN96721,ok,310423,
05-05-2023,loan emi,59816.22,TXN51234,ok,563218,
22-03-2023,laptop purchase,58099.01,TXN44513,ok,987360,
04-01-2023,Gym membership,67272.21,TXN40553,,629631,
15-02-2023,Office supplies,51352.15,TXN73199,ok,406358,
30-09-2023,Office supplies,66308.16,TXN75216,ok,949076,
14-01-2023,Mobile recharge,91645.11,TXN16277,ok,468756,
04-12-2023,Mobile recharge,7819.15,TXN97600,ok,953318,
14-06-2023,,77750.78,TXN51835,,111064,Amazon order
09-12-2023,Loan EMI,86797.5,TXN79233,,498910,
20-04-2023,Consulting income,79325.68,TXN53797,ok,855915,
13-01-2023,Bonus received,63711.12,TXN41658,ok,703049,
26-12-2023,,67573.04,TXN39100,,909852,loan emi
02-11-2023,Netflix subscription,38268.4,TXN56212,ok,347537,
07-05-2023,Freelance income,69445.9,TXN55320,ok,299048,
04-06-2023,Amazon order,18463.99,TXN78551,ok,809134,
26-08-2023,Electricity bill,51800.34,TXN11072,ok,737844,
07-03-2023,,24969.89,TXN32370,ok,432001,Vehiclepurchase
14-12-2023,Client payment received,9008.87,TXN42515,,581197,
31-10-2023,netflix subscription,28364.73,TXN92338,ok,770050,
14-03-2023,Vendor payment,59149.33,TXN82229,,947899,
22-09-2023,Loan EMI,70334.32,TXN78942,,488537,
20-09-2023,Netflix subscription,77150.74,TXN82384,ok,248774,
04-08-2023,Mobilerecharge,80852.7,TXN84692,,695385,
13-10-2023,Gym membership,19694.57,TXN75994,,377671,
12-03-2023,Electricity bill,67209.24,TXN23723,,798896,
19-09-2023,,49765.97,TXN20418,,819162,Uberride
13-12-2023,amazon order,77813.17,TXN46026,ok,715499,
15-05-2023,Insurance premium,12872.31,TXN19529,ok,292735,
14-09-2023,,38380.58,TXN65800,ok,532754,Gym membership
08-09-2023,Rent payment,29549.62,TXN29319,ok,811156,
21-02-2023,bonus received,12652.11,TXN28019,,200015,
23-09-2023,Client payment received,91098.79,TXN42567,,632978,
11-01-2023,,28420.97,TXN43669,ok,370359,Electricity bill
15-10-2023,,64995.45,TXN49288,,622496,Netflix subscription
21-02-2023,Bonus received,25911.54,TXN95832,ok,718550,
21-01-2023,Salary credited,4498.76,TXN75761,ok,104199,
19-03-2023,Netflix subscription,60926.07,TXN16513,,707640,
18-09-2023,Consulting income,18523.96,TXN40251,ok,729834,
08-03-2023,Bonus received,94562.36,TXN40135,ok,525914,
01-12-2023,,76450.23,TXN66417,ok,623852,Office supplies
17-12-2023,Consulting income,41141.01,TXN11593,ok,327425,
26-04-2023,Bonus received,92566.66,TXN81757,ok,177129,
20-08-2023,mobile recharge,98763.87,TXN54667,ok,381511,
08-09-2023,Vendor payment,,TXN43379,ok,423196,
09-04-2023,Mobile recharge,63017.07,TXN41639,,305273,
10-09-2023,Client payment received,93560.4,TXN58949,,581360,
30-05-2023,Office supplies,86267.85,TXN54298,ok,900853,
24-06-2023,vehicle purchase,46614.24,TXN36407,,985870,
26-05-2023,,98260.12,TXN93993,ok,871627,Vendor payment
07-07-2023,Amazon order,94108.91,TXN87233,ok,113601,
03-04-2023,,60089.28,TXN83436,ok,242342,Gym membership
21-07-2023,Electricity bill,35148.36,TXN23353,,708741,
18-08-2023,netflix subscription,8801.36,TXN60471,,452937,
14-07-2023,consulting income,38566.46,TXN11865,ok,101012,
09-05-2023,Uber ride,60721.71,TXN25097,,668578,
11-05-2023,,10681.92,TXN60530,,547155,freelance income
11-01-2023,Bonus received,20870.07,TXN48425,ok,953091,
28-05-2023,Laptop purchase,64378.59,TXN28875,,126841,
17-10-2023,,26139.03,TXN11441,,367103,Internet bill
04-12-2023,Gymmembership,10525.54,TXN11015,,785384,
01-10-2023,,61636.58,TXN63539,,260999,Uber ride
22-02-2023,Rent payment,,TXN10875,,711444,
23-06-2023,,28240.2,TXN21956,ok,990323,Gym membership
30-12-2023,Salary credited,85762.98,TXN81721,,468160,
06-06-2023,,,TXN69303,ok,687165,Consulting income
07-08-2023,Consulting income,21148.59,TXN78868,ok,722776,
20-02-2023,Freelance income,86317.68,TXN63553,ok,875925,
19-05-2023,laptop purchase,,TXN91541,ok,242222,
25-06-2023,Loan EMI,28170.99,TXN83219,ok,416394,
23-12-2023,,82034.63,TXN92534,ok,256987,mobile recharge
14-02-2023,Client payment received,428.63,TXN66620,,432836,
19-01-2023,Uber ride,845.78,TXN86747,ok,341064,
24-06-2023,Salary credited,89668.66,TXN43535,,211491,
05-03-2023,Uber ride,16751.11,TXN52359,ok,982490,
07-05-2023,Mobile recharge,59885.18,TXN46201,ok,818946,
21-10-2023,Consulting income,70364.57,TXN69239,ok,562466,
19-08-2023,office supplies,31105.42,TXN47452,ok,899101,
12-10-2023,,94848.46,TXN67870,,527151,Amazonorder
09-03-2023,Vehiclepurchase,19926.82,TXN55743,ok,902673,
01-03-2023,Office supplies,93204.79,TXN33186,ok,329490,
11-09-2023,Electricity bill,65484.88,TXN98817,,235024,
16-05-2023,Bonusreceived,30223.47,TXN35225,ok,922496,
09-01-2023,loan emi,83914.61,TXN15156,ok,279730,
31-05-2023,Gym membership,54237.77,TXN81067,,451679,
22-07-2023,freelance income,96366.89,TXN92786,ok,790345,
